NodeSource,NodeDestination,Frequency,Src Profile Power dBm,Src Total Rx Power,Dest Profile Power dBm,Dest Total Rx Power
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1177343750,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1177539062.5,-30,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1177734375,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1177929687.5,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1178125000,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1178320312.5,-25,-44,-25,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1178515625,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1178710937.5,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1178906250,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1179101562.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1179296875,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1179492187.5,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1179687500,-37,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1179882812.5,-36,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1180078125,-34,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1180273437.5,-31,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1180468750,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1180664062.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1180859375,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1181054687.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1181250000,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1181445312.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1181640625,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1181835937.5,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1182031250,-31,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1182226562.5,-32,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1182421875,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1182617187.5,-37,-44,-37,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1182812500,-34,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183007812.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183203125,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183398437.5,-28,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183593750,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183789062.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1183984375,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1184179687.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1184375000,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1184570312.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1184765625,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1184960937.5,-32,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1185156250,-36,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1185351562.5,-36,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1185546875,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1185742187.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1185937500,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1186132812.5,-27,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1186328125,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1186523437.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1186718750,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1186914062.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1187109375,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1187304687.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1187500000,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1187695312.5,-34,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1187890625,-38,-44,-38,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1188085937.5,-36,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1188281250,-31,-44,-31,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1188476562.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1188671875,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1188867187.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1189062500,-26,-44,-25,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1189257812.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1189453125,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1189648437.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1189843750,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1190039062.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1190234375,-32,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1190429687.5,-36,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1190625000,-37,-44,-37,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1190820312.5,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191015625,-32,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191210937.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191406250,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191601562.5,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191796875,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1191992187.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1192187500,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1192382812.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1192578125,-28,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1192773437.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1192968750,-31,-44,-31,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1193164062.5,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1193359375,-36,-44,-36,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1193554687.5,-34,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1193750000,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1193945312.5,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1194140625,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1194335937.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1194531250,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1194726562.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1194921875,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1195117187.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1195312500,-29,-44,-29,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1195507812.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1195703125,-32,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1195898437.5,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1196093750,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1196289062.5,-32,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1196484375,-31,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1196679687.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1196875000,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1197070312.5,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1197265625,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1197460937.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1197656250,-27,-44,-27,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1197851562.5,-26,-44,-26,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1198046875,-28,-44,-28,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1198242187.5,-30,-44,-30,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1198437500,-32,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1198632812.5,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1198828125,-35,-44,-35,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1199023437.5,-33,-44,-33,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1199218750,-31,-44,-31,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1199414062.5,-33,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1199609375,-34,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1199804687.5,-40,-44,-40,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200000000,-44,-44,-44,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200195312.5,-45,-44,-45,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200390625,-45,-44,-45,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200585937.5,-43,-44,-42,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200781250,-39,-44,-39,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1200976562.5,-33,-44,-32,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1201171875,-34,-44,-34,-44
00:09:8b:02:5a:c0,00:09:8b:02:5a:c2,1201367187.5,-37,-44,-37,-44
