NodeSource,NodeDestination,Frequency,Src Profile Power dBm,Src Total Rx Power,Dest Profile Power dBm,Dest Total Rx Power
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1150195312.5,-48,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1150390625,-48,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1150585937.5,-48,-32,-47,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1150781250,-48,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1150976562.5,-48,-32,-47,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1151171875,-48,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1151367187.5,-47,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1151562500,-47,-32,-45,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1151757812.5,-46,-32,-46,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1151953125,-45,-32,-44,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1152148437.5,-45,-32,-43,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1152343750,-42,-32,-42,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1152539062.5,-37,-32,-37,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1152734375,-32,-32,-32,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1152929687.5,-31,-32,-31,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1153125000,-30,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1153320312.5,-31,-32,-31,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1153515625,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1153710937.5,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1153906250,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1154101562.5,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1154296875,-27,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1154492187.5,-29,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1154687500,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1154882812.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1155078125,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1155273437.5,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1155468750,-26,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1155664062.5,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1155859375,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1156054687.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1156250000,-25,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1156445312.5,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1156640625,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1156835937.5,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1157031250,-25,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1157226562.5,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1157421875,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1157617187.5,-25,-32,-24,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1157812500,-23,-32,-24,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158007812.5,-24,-32,-24,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158203125,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158398437.5,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158593750,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158789062.5,-23,-32,-23,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1158984375,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1159179687.5,-23,-32,-24,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1159375000,-24,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1159570312.5,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1159765625,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1159960937.5,-23,-32,-23,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1160156250,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1160351562.5,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1160546875,-25,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1160742187.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1160937500,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1161132812.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1161328125,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1161523437.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1161718750,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1161914062.5,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1162109375,-28,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1162304687.5,-30,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1162500000,-31,-32,-31,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1162695312.5,-32,-32,-32,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1162890625,-31,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1163085937.5,-32,-32,-32,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1163281250,-33,-32,-33,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1163476562.5,-34,-32,-33,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1163671875,-33,-32,-33,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1163867187.5,-35,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1164062500,-35,-32,-34,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1164257812.5,-35,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1164453125,-37,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1164648437.5,-37,-32,-38,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1164843750,-37,-32,-37,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1165039062.5,-38,-32,-37,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1165234375,-36,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1165429687.5,-36,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1165625000,-36,-32,-36,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1165820312.5,-35,-32,-35,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166015625,-35,-32,-35,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166210937.5,-34,-32,-34,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166406250,-33,-32,-33,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166601562.5,-34,-32,-34,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166796875,-32,-32,-33,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1166992187.5,-32,-32,-32,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1167187500,-31,-32,-31,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1167382812.5,-30,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1167578125,-30,-32,-31,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1167773437.5,-30,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1167968750,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1168164062.5,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1168359375,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1168554687.5,-29,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1168750000,-29,-32,-30,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1168945312.5,-29,-32,-28,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1169140625,-28,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1169335937.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1169531250,-28,-32,-29,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1169726562.5,-26,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1169921875,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1170117187.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1170312500,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1170507812.5,-27,-32,-27,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1170703125,-26,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1170898437.5,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1171093750,-25,-32,-25,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1171289062.5,-25,-32,-26,-32
00:09:8b:02:5a:c2,00:09:8b:02:5a:c0,1171484375,-24,-32,-25,-32
